polarity,topic,person,mean,stderr,grade_breakdown
affirmative,art & culture,first,1.2,0.19372884193514106,"['2', '1', '1', '1', '2', '0', '1', '2', '2', '2', '2', '1', '1', '1', '1', '0', '1', '2', '1', '1', '2', '1', '1', '1', '1', '0', '0', '2', '1', '2']"
negative,art & culture,first,1.7,0.15275252316519464,"['2', '2', '1', '1', '2', '2', '2', '1', '2', '2', '2', '2', '1', '1', '2', '2', '2', '1', '2', '2', '2', '2', '1', '1', '2', '2', '2', '1', '2', '2']"
affirmative,art & culture,third,1.1666666666666667,0.18757714462371258,"['3', '1', '1', '1', '1', '0', '1', '2', '1', '2', '2', '1', '1', '1', '1', '1', '0', '2', '1', '1', '2', '1', '1', '1', '1', '0', '1', '2', '1', '1']"
negative,art & culture,third,1.4666666666666668,0.1507184440694504,"['3', '2', '1', '1', '2', '1', '1', '1', '2', '1', '2', '2', '1', '1', '1', '3', '1', '1', '1', '2', '2', '2', '1', '1', '2', '1', '1', '1', '1', '2']"
affirmative,music & pop-culture,first,2.0333333333333337,0.11600340565456164,"['2', '3', '2', '2', '2', '1', '2', '2', '2', '2', '2', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '2', '2', '2', '2', '2', '1', '2', '2']"
negative,music & pop-culture,first,1.2000000000000002,0.24444444444444444,"['2', '0', '1', '0', '1', '1', '2', '0', '1', '2', '2', '0', '2', '0', '2', '1', '2', '1', '1', '2', '2', '0', '2', '0', '1', '1', '2', '1', '2', '2']"
affirmative,music & pop-culture,third,1.8666666666666665,0.10183501544346311,"['2', '2', '2', '2', '2', '2', '2', '2', '1', '1', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '2', '3', '2', '2', '2', '1', '2', '2', '1', '2']"
negative,music & pop-culture,third,1.2333333333333334,0.1795054935711501,"['1', '0', '2', '1', '1', '1', '1', '2', '2', '2', '2', '0', '2', '2', '1', '1', '1', '1', '1', '2', '1', '0', '2', '1', '1', '1', '1', '1', '1', '2']"
affirmative,lifestyle & self-improvement,first,1.8666666666666667,0.19372884193514103,"['2', '2', '1', '1', '1', '3', '2', '2', '2', '3', '2', '2', '1', '2', '2', '2', '3', '1', '2', '3', '2', '2', '1', '1', '1', '2', '2', '1', '2', '3']"
negative,lifestyle & self-improvement,first,1.1,0.17950549357115014,"['0', '1', '2', '1', '1', '2', '2', '1', '1', '1', '0', '1', '2', '1', '1', '1', '2', '1', '1', '0', '1', '1', '2', '1', '1', '1', '2', '1', '1', '0']"
affirmative,lifestyle & self-improvement,third,1.7,0.1606314699422329,"['2', '2', '2', '1', '1', '1', '2', '2', '2', '2', '2', '2', '1', '1', '1', '2', '2', '1', '2', '2', '3', '2', '2', '1', '1', '1', '2', '1', '2', '3']"
negative,lifestyle & self-improvement,third,0.9,0.111665284679121,"['1', '1', '2', '1', '0', '1', '0', '1', '1', '0', '0', '1', '1', '1', '1', '1', '2', '1', '1', '0', '2', '1', '1', '1', '2', '1', '0', '1', '1', '0']"
affirmative,environment & sustainability,first,1.3333333333333333,0.15713484026367722,"['1', '2', '1', '1', '2', '1', '1', '1', '2', '2', '1', '2', '1', '1', '1', '1', '1', '0', '2', '2', '1', '2', '1', '1', '1', '2', '1', '1', '2', '2']"
negative,environment & sustainability,first,1.4666666666666666,0.14229164972072997,"['1', '2', '1', '2', '1', '1', '1', '2', '1', '1', '2', '3', '1', '1', '1', '1', '2', '2', '1', '2', '1', '2', '1', '2', '2', '1', '1', '2', '1', '2']"
affirmative,environment & sustainability,third,1.3333333333333333,0.14907119849998599,"['1', '2', '2', '1', '2', '1', '2', '1', '2', '2', '1', '1', '2', '0', '1', '2', '1', '0', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2']"
negative,environment & sustainability,third,1.1666666666666665,0.07453559924999298,"['1', '1', '1', '1', '1', '2', '1', '1', '1', '2', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '1', '1']"
affirmative,governance & politics,first,1.3,0.11600340565456167,"['1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '1', '1', '2', '1', '2', '1', '1', '2', '2', '2', '1']"
negative,governance & politics,first,1.2666666666666668,0.13877773329774218,"['1', '1', '1', '1', '2', '1', '2', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '2', '1', '1', '2']"
affirmative,governance & politics,third,1.1666666666666665,0.07453559924999298,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1', '1', '1']"
negative,governance & politics,third,1.0333333333333332,0.033333333333333326,"['1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
affirmative,spirituality & religion,first,1.5,0.14272480642961255,"['2', '1', '1', '1', '2', '2', '2', '1', '1', '2', '1', '1', '1', '1', '2', '2', '2', '2', '1', '2', '2', '1', '1', '1', '2', '2', '2', '2', '1', '1']"
negative,spirituality & religion,first,1.2333333333333334,0.09999999999999999,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '2', '1', '2', '1', '1', '2', '2', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2']"
affirmative,spirituality & religion,third,1.4,0.09686442096757053,"['1', '1', '1', '1', '2', '2', '1', '1', '2', '1', '2', '1', '1', '1', '1', '1', '2', '1', '2', '2', '1', '1', '1', '1', '2', '2', '2', '2', '1', '2']"
negative,spirituality & religion,third,1.1666666666666665,0.10243938285880984,"['1', '1', '2', '1', '1', '1', '1', '1', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2']"
affirmative,cognitive & behavioural sciences,first,1.7666666666666668,0.2051798368068821,"['2', '2', '1', '2', '2', '1', '1', '2', '1', '2', '3', '2', '1', '2', '2', '1', '2', '2', '2', '3', '3', '2', '1', '3', '2', '0', '1', '2', '1', '2']"
negative,cognitive & behavioural sciences,first,1.2666666666666668,0.2372684056006958,"['1', '0', '1', '2', '1', '2', '0', '1', '3', '1', '2', '1', '0', '1', '2', '3', '0', '3', '2', '1', '2', '1', '0', '1', '2', '1', '0', '1', '2', '1']"
affirmative,cognitive & behavioural sciences,third,1.7666666666666664,0.2723922371584725,"['3', '2', '1', '2', '2', '1', '2', '1', '1', '3', '3', '2', '1', '2', '2', '0', '2', '1', '1', '3', '3', '2', '1', '2', '2', '0', '2', '2', '1', '3']"
negative,cognitive & behavioural sciences,third,1.4333333333333333,0.14098419489388356,"['2', '2', '1', '1', '2', '3', '1', '2', '1', '1', '2', '1', '1', '1', '2', '2', '1', '2', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '2', '1']"
affirmative,cooking & baking,first,2.1333333333333333,0.23412563895228308,"['3', '2', '3', '3', '2', '1', '2', '2', '1', '3', '3', '2', '3', '2', '2', '2', '1', '1', '1', '3', '3', '2', '3', '3', '2', '2', '1', '2', '1', '3']"
negative,cooking & baking,first,1.0333333333333332,0.18888888888888888,"['0', '0', '1', '1', '1', '1', '2', '1', '1', '3', '0', '2', '0', '1', '1', '2', '2', '1', '1', '3', '1', '0', '0', '0', '1', '1', '2', '1', '1', '0']"
affirmative,cooking & baking,third,1.8333333333333333,0.2593915006650834,"['3', '1', '3', '2', '2', '3', '2', '1', '1', '3', '3', '0', '3', '2', '2', '2', '2', '1', '1', '1', '3', '1', '3', '2', '2', '1', '0', '1', '1', '3']"
negative,cooking & baking,third,1.2333333333333334,0.14098419489388356,"['1', '1', '1', '1', '1', '1', '0', '1', '1', '3', '1', '3', '1', '2', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1', '1', '2']"
