model,polarity,topic,person,mean,stderr,grade_breakdown
openrouter/anthropic/claude-sonnet-4-6,negative,film & theatre,third,2.7,0.126197963240006,"['2', '3', '3', '3', '3', '2', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '2', '3', '3', '2', '2', '3', '3', '3', '3', '2', '2', '3', '3', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,language & translation,first,0.0666666666666666,0.0666666666666666,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,language & translation,first,3.0,0.0,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,language & translation,third,0.1,0.0999999999999999,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,language & translation,third,2.833333333333333,0.1138550085106622,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,art & culture,first,0.2666666666666667,0.1845916413981794,"['0', '0', '1', '0', '2', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,art & culture,first,2.6000000000000005,0.1777777777777777,"['3', '3', '3', '2', '1', '3', '2', '3', '0', '3', '3', '3', '3', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '2', '3', '2', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,art & culture,third,0.2666666666666666,0.12957670877434,"['0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,art & culture,third,2.3666666666666667,0.2916534388534819,"['3', '2', '3', '2', '2', '3', '2', '3', '0', '2', '3', '3', '3', '2', '2', '3', '2', '3', '0', '3', '3', '3', '3', '2', '2', '3', '3', '3', '0', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,music & pop-culture,first,0.3333333333333333,0.2108185106778919,"['2', '0', '0', '0', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '0', '1', '0', '0', '0', '1', '2', '0', '0', '0', '0', '1', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,music & pop-culture,first,2.7333333333333334,0.1706921277304135,"['3', '3', '3', '3', '3', '2', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '3', '3', '3', '3', '2', '3', '3', '3', '0']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,music & pop-culture,third,0.1333333333333333,0.1333333333333333,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,music & pop-culture,third,2.5666666666666664,0.1724908299584447,"['3', '3', '3', '3', '2', '3', '3', '2', '3', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3', '0', '3', '2', '3', '3', '2', '3', '3', '2', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,lifestyle & self-improvement,first,0.1,0.0711458248603649,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,lifestyle & self-improvement,first,2.5333333333333337,0.3030707043774635,"['3', '2', '2', '3', '3', '3', '3', '3', '0', '3', '3', '2', '2', '3', '3', '3', '3', '3', '0', '3', '3', '3', '2', '3', '3', '3', '3', '3', '0', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,lifestyle & self-improvement,third,0.1333333333333333,0.0737027731190088,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '0', '0', '0', '1', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,lifestyle & self-improvement,third,2.566666666666667,0.2983493684910567,"['3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '2', '2', '3', '3', '3', '3', '3', '0', '3', '3', '2', '2', '3', '3', '3', '3', '3', '0', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,environment & sustainability,first,0.0666666666666666,0.0666666666666666,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,environment & sustainability,first,3.0,0.0,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,environment & sustainability,third,0.0666666666666666,0.0666666666666666,"['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,environment & sustainability,third,2.9,0.0999999999999999,"['3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,governance & politics,first,0.2,0.1133115447465063,"['1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,governance & politics,first,2.7666666666666666,0.0999999999999999,"['2', '3', '3', '3', '3', '2', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '3', '2', '3', '3', '3', '3', '2', '3', '3', '3', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,governance & politics,third,0.2,0.1333333333333333,"['1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,governance & politics,third,2.666666666666667,0.111111111111111,"['2', '3', '3', '3', '2', '3', '3', '2', '2', '3', '2', '3', '3', '3', '3', '2', '3', '3', '2', '2', '3', '3', '3', '3', '2', '3', '3', '3', '2', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,spirituality & religion,first,0.0,0.0,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,spirituality & religion,first,2.7666666666666666,0.1319371343004213,"['3', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3', '3', '2', '3', '2', '3', '3', '3', '3', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,spirituality & religion,third,0.0333333333333333,0.0333333333333333,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,spirituality & religion,third,2.7,0.1606314699422328,"['3', '3', '2', '3', '2', '3', '3', '3', '3', '2', '3', '3', '1', '3', '2', '3', '3', '3', '3', '2', '3', '3', '2', '3', '3', '3', '3', '3', '3', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cognitive & behavioural sciences,first,0.0666666666666666,0.0666666666666666,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,cognitive & behavioural sciences,first,2.7666666666666666,0.1319371343004213,"['3', '3', '3', '2', '2', '3', '3', '3', '2', '3', '3', '3', '3', '2', '3', '3', '3', '3', '2', '3', '3', '3', '3', '2', '3', '3', '3', '3', '2', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cognitive & behavioural sciences,third,0.0666666666666666,0.0666666666666666,"['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,cognitive & behavioural sciences,third,2.5,0.1666666666666666,"['3', '3', '3', '2', '2', '2', '3', '3', '2', '3', '3', '2', '3', '2', '2', '3', '2', '2', '2', '3', '3', '3', '3', '0', '3', '2', '3', '3', '2', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cooking & baking,first,0.0666666666666666,0.0666666666666666,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,cooking & baking,first,2.7333333333333334,0.2666666666666666,"['3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '1', '3', '3', '3', '3', '3', '3']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cooking & baking,third,0.0666666666666666,0.0666666666666666,"['0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,cooking & baking,third,2.4,0.339934634239519,"['3', '3', '3', '0', '3', '3', '3', '3', '0', '3', '3', '3', '3', '0', '3', '3', '0', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '0', '3']"
openrouter/x-ai/grok-4-fast,affirmative,programming and technology,first,0.06666666666666667,0.06666666666666665,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,programming and technology,first,2.9,0.0999999999999999,"['3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,programming and technology,third,0.0,0.0,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,programming and technology,third,2.666666666666667,0.172132593164774,"['3', '3', '3', '2', '3', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '0', '3', '3', '3', '3', '3', '2', '3', '3', '1', '2', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,writing & literature,first,0.7333333333333333,0.3541639433446494,"['3', '0', '0', '2', '0', '0', '0', '3', '0', '0', '2', '0', '0', '2', '0', '0', '0', '2', '1', '0', '3', '0', '0', '2', '0', '0', '0', '2', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,writing & literature,first,3.0,0.0,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,writing & literature,third,0.6666666666666667,0.3258417399692262,"['3', '0', '0', '3', '0', '0', '0', '0', '0', '0', '3', '0', '0', '2', '0', '0', '0', '2', '2', '0', '3', '0', '0', '0', '0', '0', '0', '2', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,writing & literature,third,2.7666666666666666,0.1990719207463213,"['3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '1', '3', '3', '3', '3', '2', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,film & theatre,first,0.4333333333333333,0.2385656728175987,"['0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0', '0', '0', '0', '1', '0', '0', '1', '1', '2', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,film & theatre,first,2.9666666666666663,0.0333333333333333,"['3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,film & theatre,third,0.2333333333333333,0.2333333333333333,"['0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,film & theatre,third,2.7666666666666666,0.2333333333333333,"['3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,language & translation,first,0.1333333333333333,0.1333333333333333,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1']"
openrouter/x-ai/grok-4-fast,negative,language & translation,first,2.966666666666667,0.0333333333333333,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2']"
openrouter/x-ai/grok-4-fast,affirmative,language & translation,third,0.1333333333333333,0.1333333333333333,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1']"
openrouter/x-ai/grok-4-fast,negative,language & translation,third,2.9,0.0999999999999999,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '1', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2']"
openrouter/x-ai/grok-4-fast,affirmative,art & culture,first,0.5666666666666667,0.2631715396072669,"['2', '0', '0', '1', '3', '0', '0', '0', '0', '0', '1', '0', '0', '2', '2', '0', '0', '0', '0', '0', '2', '0', '0', '0', '2', '0', '0', '0', '1', '1']"
openrouter/x-ai/grok-4-fast,negative,art & culture,first,2.6333333333333337,0.3,"['3', '3', '3', '3', '2', '3', '3', '3', '0', '3', '3', '3', '3', '3', '2', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3']"
openrouter/x-ai/grok-4-fast,affirmative,art & culture,third,0.3333333333333333,0.2048787657176197,"['0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '2', '1', '0', '0', '2', '0', '0', '0', '0', '0', '0', '1', '0', '0', '2', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,art & culture,third,2.5,0.3415650255319866,"['3', '3', '3', '3', '0', '3', '3', '3', '0', '3', '3', '3', '3', '3', '2', '3', '3', '3', '0', '3', '3', '3', '3', '3', '1', '3', '3', '3', '0', '3']"
openrouter/x-ai/grok-4-fast,affirmative,music & pop-culture,first,0.5666666666666667,0.3785938897200182,"['3', '0', '0', '0', '0', '3', '0', '0', '0', '0', '3', '0', '0', '0', '0', '2', '0', '0', '0', '0', '3', '0', '0', '0', '0', '3', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,music & pop-culture,first,2.7666666666666666,0.1724908299584447,"['3', '3', '3', '3', '3', '2', '3', '3', '3', '2', '3', '3', '3', '3', '3', '2', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0']"
openrouter/x-ai/grok-4-fast,affirmative,music & pop-culture,third,0.4666666666666666,0.3150543750835072,"['3', '0', '0', '0', '0', '2', '0', '0', '0', '0', '3', '0', '0', '0', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '0', '3', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,music & pop-culture,third,2.8,0.1133115447465063,"['2', '3', '3', '3', '3', '2', '3', '3', '3', '2', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '2']"
openrouter/x-ai/grok-4-fast,affirmative,lifestyle & self-improvement,first,0.4333333333333334,0.1927705730321941,"['2', '0', '1', '0', '1', '1', '0', '1', '0', '0', '2', '0', '0', '0', '0', '0', '1', '0', '0', '0', '2', '0', '0', '0', '1', '0', '1', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,lifestyle & self-improvement,first,2.7,0.3,"['3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3']"
openrouter/x-ai/grok-4-fast,affirmative,lifestyle & self-improvement,third,0.2333333333333333,0.1222222222222222,"['1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,lifestyle & self-improvement,third,2.5666666666666664,0.3024590575292489,"['3', '3', '3', '3', '3', '3', '2', '3', '0', '3', '3', '3', '3', '3', '0', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3']"
openrouter/x-ai/grok-4-fast,affirmative,environment & sustainability,first,0.0333333333333333,0.0333333333333333,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,environment & sustainability,first,3.0,0.0,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,environment & sustainability,third,0.0,0.0,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,environment & sustainability,third,2.7666666666666666,0.1990719207463213,"['3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,governance & politics,first,0.4,0.2096440251568133,"['2', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '2', '1']"
openrouter/x-ai/grok-4-fast,negative,governance & politics,first,2.9,0.0509175077217315,"['3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,governance & politics,third,0.2,0.1999999999999999,"['2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,governance & politics,third,2.833333333333333,0.1138550085106622,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '2', '1', '3', '3', '3', '3', '3', '3', '3', '3', '2']"
openrouter/x-ai/grok-4-fast,affirmative,spirituality & religion,first,0.4,0.2096440251568134,"['0', '0', '1', '2', '0', '0', '0', '0', '0', '1', '0', '0', '1', '2', '0', '0', '0', '0', '1', '1', '0', '0', '0', '2', '0', '0', '0', '0', '0', '1']"
openrouter/x-ai/grok-4-fast,negative,spirituality & religion,first,2.9333333333333336,0.0666666666666666,"['3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,spirituality & religion,third,0.1,0.0509175077217315,"['0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1']"
openrouter/x-ai/grok-4-fast,negative,spirituality & religion,third,2.8,0.1133115447465063,"['3', '3', '3', '2', '3', '3', '3', '3', '3', '2', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '2', '2']"
openrouter/x-ai/grok-4-fast,affirmative,cognitive & behavioural sciences,first,0.1,0.0711458248603649,"['0', '0', '0', '1', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,cognitive & behavioural sciences,first,2.5,0.3415650255319866,"['3', '3', '3', '0', '0', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '0', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,cognitive & behavioural sciences,third,0.0333333333333333,0.0333333333333333,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,cognitive & behavioural sciences,third,2.6666666666666665,0.2981423969999719,"['3', '3', '3', '0', '2', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,cooking & baking,first,0.0,0.0,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,cooking & baking,first,2.8,0.1999999999999999,"['3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,affirmative,cooking & baking,third,0.1,0.0999999999999999,"['0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,negative,cooking & baking,third,2.566666666666667,0.2333333333333333,"['3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '3', '3', '3', '0', '3', '3', '3', '0', '3', '3', '3', '3', '3', '0', '3', '3', '3', '2', '3', '3']"
